DISCOVERY_DATE,LATITUDE,LONGITUDE,FIRE_YEAR
2455340.5,36.72,-119.7269444,2010
2455341.5,36.63388888,-119.5111111,2010
2455341.5,36.63388888,-119.6938889,2010
2455343.5,36.71888888,-119.7330556,2010
2455343.5,36.41805555,-119.7980556,2010
2455344.5,36.41611111,-119.7980556,2010
2455346.5,36.83694444,-119.5561111,2010
2455346.5,36.35611111,-120.3030556,2010
2455347.5,36.20388888,-120.0988889,2010
2455347.5,36.60305555,-120.28,2010
2455347.5,36.71888888,-119.7269444,2010
2455347.5,36.765,-119.5869444,2010
2455348.5,36.57611111,-119.635,2010
2455353.5,36.61888888,-119.4488889,2010
2455353.5,36.72,-119.3811111,2010
2455354.5,36.85,-120.7719444,2010
2455354.5,36.73388888,-120.2230556,2010
2455355.5,36.64305555,-120.6138889,2010
2455355.5,36.72,-119.7269444,2010
2455356.5,36.85111111,-120.4680556,2010
2455356.5,36.69888888,-119.8719444,2010
2455356.5,36.60388888,-120.0611111,2010
2455356.5,36.62611111,-119.4038889,2010
2455357.5,36.50111111,-120.3888889,2010
2455357.5,36.605,-120.5838889,2010
2455364.5,36.255,-120.1038889,2010
2455364.5,36.20611111,-120.0930556,2010
2455365.5,36.18194444,-120.05,2010
2455365.5,36.92111111,-119.7338889,2010
2455366.5,36.43194444,-119.9230556,2010
2455366.5,36.61194444,-119.5211111,2010
2455367.5,36.715,-119.3488889,2010
2455367.5,36.67805555,-119.735,2010
2455367.5,36.59194444,-119.8988889,2010
2455367.5,36.43694444,-120.3938889,2010
2455369.5,37.03805555,-119.6488889,2010
2455369.5,36.65611111,-119.7369444,2010
2455358.5,36.77111111,-119.5738889,2010
2455359.5,36.63305555,-120.3880556,2010
2455359.5,36.60694444,-119.5380556,2010
2455360.5,36.98194444,-120.5269444,2010
2455361.5,36.53,-119.7911111,2010
2455362.5,36.61888888,-119.53,2010
2455362.5,36.43694444,-120.3938889,2010
2455362.5,36.765,-120.3869444,2010
2455362.5,36.98194444,-120.5811111,2010
2455362.5,36.93611111,-120.5988889,2010
2455363.5,36.57611111,-119.6469444,2010
2455363.5,36.71694444,-119.7638889,2010
2455369.5,36.43,-119.9411111,2010
2455370.5,36.675,-119.5380556,2010
2455371.5,36.67,-119.4888889,2010
2455372.5,36.255,-120.1038889,2010
2455372.5,36.18111111,-120.085,2010
2455372.5,36.935,-120.5638889,2010
2455374.5,36.43111111,-119.6638889,2010
2455374.5,36.295,-120.2680556,2010
2455374.5,36.77805555,-120.7211111,2010
2455375.5,36.77888888,-119.5830556,2010
2455375.5,36.61194444,-119.5569444,2010
2455376.5,36.65,-119.7919444,2010
2455377.5,36.43111111,-119.8011111,2010
2455382.5,36.50111111,-120.3888889,2010
2455383.5,36.725,-119.57,2010
2455383.5,36.69194444,-119.565,2010
2455383.5,36.59,-119.4688889,2010
2455383.5,36.66305555,-119.8,2010
2455384.5,36.725,-119.5111111,2010
2455384.5,36.42111111,-119.7980556,2010
2455385.5,36.21,-120.0861111,2010
2455385.5,36.92305555,-119.7330556,2010
2455385.5,36.83694444,-119.5561111,2010
2455386.5,36.95388888,-120.6280556,2010
2455394.5,36.66888888,-119.4419444,2010
2455395.5,36.63305555,-119.4038889,2010
2455396.5,36.73111111,-119.4711111,2010
2455396.5,36.67805555,-119.735,2010
2455396.5,36.73111111,-119.4711111,2010
2455398.5,36.255,-120.1038889,2010
2455400.5,36.765,-120.3869444,2010
2455400.5,36.72194444,-119.5561111,2010
2455401.5,36.54694444,-119.7861111,2010
2455401.5,36.68305555,-119.3838889,2010
2455402.5,36.59,-119.4669444,2010
2455402.5,36.71888888,-119.7269444,2010
2455414.5,36.18,-120.3730556,2010
2455417.5,36.10111111,-120.2630556,2010
2455417.5,36.67805555,-119.565,2010
2455418.5,36.83194444,-119.6019444,2010
2455420.5,36.66194444,-119.43,2010
2455420.5,36.675,-119.4030556,2010
2455420.5,36.63388888,-119.7861111,2010
2455422.5,36.73694444,-119.6611111,2010
2455423.5,36.74888888,-120.3869444,2010
2455423.5,36.765,-120.3838889,2010
2455425.5,36.77888888,-119.5830556,2010
2455430.5,36.60305555,-120.3888889,2010
2455431.5,36.77805555,-120.5669444,2010
2455435.5,36.605,-119.7638889,2010
2455435.5,36.73388888,-120.2419444,2010
2455435.5,36.53194444,-119.5569444,2010
2455435.5,36.62,-119.7861111,2010
2455435.5,36.64111111,-119.785,2010
2455435.5,36.63388888,-119.7861111,2010
2455436.5,36.78388888,-120.405,2010
2455436.5,36.545,-120.3888889,2010
2455436.5,36.85611111,-119.675,2010
2455447.5,36.54694444,-119.8811111,2010
2455449.5,36.60305555,-120.1988889,2010
2455452.5,36.825,-119.5688889,2010
2455453.5,36.60888888,-119.5838889,2010
2455454.5,36.59,-119.8538889,2010
2455456.5,36.34194444,-120.3019444,2010
2455479.5,36.69194444,-119.8130556,2010
2455480.5,36.58111111,-119.395,2010
2455480.5,36.81111111,-119.6338889,2010
2455484.5,36.605,-119.845,2010
2455485.5,36.70694444,-119.6819444,2010
2455493.5,36.62694444,-119.6461111,2010
2455498.5,36.66305555,-119.6280556,2010
2455498.5,36.95305555,-120.6,2010
2455502.5,36.96694444,-120.6269444,2010
2455380.5,36.765,-120.3869444,2010
2455380.5,36.88611111,-119.6838889,2010
2455380.5,36.72805555,-119.4511111,2010
2455380.5,36.69194444,-119.5280556,2010
2455380.5,36.97388888,-119.725,2010
2455381.5,36.42388888,-119.7111111,2010
2455381.5,36.66305555,-119.5738889,2010
2455381.5,36.61305555,-119.53,2010
2455381.5,36.50305555,-120.39,2010
2455381.5,36.69305555,-119.7269444,2010
2455382.5,36.71305555,-119.8511111,2010
2455386.5,36.76194444,-120.3911111,2010
2455386.5,36.64888888,-119.7030556,2010
2455386.5,36.64888888,-119.7030556,2010
2455387.5,36.67805555,-119.565,2010
2455387.5,36.79,-120.3630556,2010
2455388.5,36.43805555,-119.6988889,2010
2455388.5,36.20805555,-120.3730556,2010
2455389.5,36.68388888,-119.565,2010
2455391.5,36.77,-120.3830556,2010
2455392.5,36.59,-119.4669444,2010
2455392.5,36.13805555,-120.1638889,2010
2455394.5,36.72111111,-119.7269444,2010
2455403.5,36.74805555,-120.3711111,2010
2455403.5,36.67611111,-119.7369444,2010
2455403.5,36.51805555,-119.7861111,2010
2455404.5,36.67305555,-119.7780556,2010
2455405.5,36.53,-119.6561111,2010
2455405.5,36.71694444,-119.7638889,2010
2455408.5,36.64111111,-119.7819444,2010
2455408.5,36.25388888,-120.2469444,2010
2455410.5,36.78611111,-119.525,2010
2455437.5,36.67611111,-120.3880556,2010
2455439.5,36.78805555,-119.5830556,2010
2455439.5,36.76694444,-120.3838889,2010
2455439.5,36.89694444,-119.7911111,2010
2455439.5,36.78888888,-119.5830556,2010
2455439.5,36.70694444,-119.7569444,2010
2455439.5,36.625,-119.3519444,2010
2455442.5,36.55694444,-119.6111111,2010
2455442.5,36.67611111,-119.7369444,2010
2455442.5,36.675,-119.7369444,2010
2455443.5,36.78611111,-119.5380556,2010
2455443.5,36.69888888,-119.8530556,2010
2455444.5,36.58194444,-119.4130556,2010
2455444.5,36.73611111,-119.535,2010
2455461.5,36.55111111,-119.5569444,2010
2455461.5,36.72,-120.3869444,2010
2455463.5,36.59305555,-119.7638889,2010
2455464.5,36.64888888,-119.755,2010
2455464.5,36.59111111,-119.8038889,2010
2455464.5,36.73,-119.5019444,2010
2455465.5,36.67805555,-119.8438889,2010
2455467.5,36.68388888,-119.8511111,2010
2455469.5,36.595,-119.8538889,2010
2455469.5,36.74805555,-119.655,2010
2455471.5,36.63305555,-119.7269444,2010
2455472.5,36.69888888,-119.8811111,2010
2455472.5,36.56888888,-119.59,2010
2455473.5,36.91305555,-120.55,2010
2455503.5,36.57611111,-119.5880556,2010
2455516.5,36.79388888,-119.5838889,2010
2455517.5,36.64,-120.6211111,2010
2455517.5,36.60388888,-119.4019444,2010
2455528.5,36.64,-120.6211111,2010
2455198.5,37.285,-120.4980556,2010
2455205.5,37.49194444,-120.7469444,2010
2455209.5,37.335,-120.875,2010
2455302.5,37.06888888,-120.31,2010
2455317.5,37.38305555,-120.7088889,2010
2455318.5,37.29694444,-121.0219444,2010
2455322.5,36.92111111,-120.0180556,2010
2455322.5,37.295,-120.8511111,2010
2455323.5,36.98111111,-120.645,2010
2455324.5,36.88,-120.445,2010
2455324.5,37.39611111,-120.7961111,2010
2455324.5,37.01111111,-120.1111111,2010
2455324.5,36.97111111,-119.8938889,2010
2455325.5,36.98611111,-120.645,2010
2455325.5,36.985,-120.645,2010
2455326.5,36.88,-119.9769444,2010
2455336.5,37.05194444,-120.5719444,2010
2455336.5,37.35194444,-120.6219444,2010
2455338.5,36.99305555,-120.7080556,2010
2455338.5,37.32388888,-120.7311111,2010
2455338.5,37.055,-120.7511111,2010
2455338.5,37.38888888,-120.6188889,2010
2455339.5,37.295,-120.325,2010
2455339.5,37.075,-120.8761111,2010
2455339.5,37.35194444,-120.4380556,2010
2455348.5,37.36305555,-120.5769444,2010
2455348.5,37.05694444,-120.9688889,2010
2455348.5,37.42888888,-120.8130556,2010
2455349.5,37.38888888,-120.6188889,2010
2455349.5,37.01805555,-120.175,2010
2455349.5,37.06888888,-120.5280556,2010
2455349.5,37.1,-120.9888889,2010
2455350.5,37.1,-120.8480556,2010
2455350.5,37.38888888,-120.6188889,2010
2455351.5,37.36305555,-120.5769444,2010
2455354.5,37.32305555,-120.6030556,2010
2455356.5,37.285,-120.4838889,2010
2455356.5,37.40388888,-120.7480556,2010
2455356.5,37.185,-120.4369444,2010
2455356.5,36.98,-120.0738889,2010
2455357.5,36.97111111,-120.0561111,2010
2455357.5,36.98694444,-120.6388889,2010
2455357.5,37.165,-121.045,2010
2455358.5,37.50305555,-120.41,2010
2455263.5,37.42694444,-120.895,2010
2455266.5,36.96694444,-120.645,2010
2455269.5,37.11305555,-120.4919444,2010
2455270.5,37.08388888,-120.3111111,2010
2455277.5,37.49305555,-120.5011111,2010
2455280.5,37.39694444,-120.6319444,2010
2455280.5,37.22888888,-120.3838889,2010
2455284.5,37.31305555,-120.5830556,2010
2455291.5,37.17111111,-120.3130556,2010
2455295.5,37.185,-120.3830556,2010
2455295.5,37.31805555,-120.4369444,2010
2455329.5,36.98694444,-120.0738889,2010
2455329.5,36.98888888,-120.0288889,2010
2455329.5,36.975,-120.06,2010
2455329.5,36.96888888,-120.0680556,2010
2455329.5,36.97694444,-120.07,2010
2455329.5,37.37611111,-120.4680556,2010
2455329.5,36.98611111,-120.645,2010
2455331.5,37.05111111,-120.6361111,2010
2455332.5,36.96805555,-120.0680556,2010
2455332.5,36.97694444,-120.0719444,2010
2455332.5,37.05694444,-120.9538889,2010
2455334.5,37.38888888,-120.6219444,2010
2455340.5,37.11388888,-120.3288889,2010
2455340.5,37.31694444,-120.7338889,2010
2455341.5,37.36305555,-120.5769444,2010
2455341.5,37.42888888,-120.6130556,2010
2455344.5,37.39111111,-120.6219444,2010
2455345.5,37.34611111,-120.5219444,2010
2455345.5,36.93305555,-119.8969444,2010
2455345.5,36.98611111,-120.645,2010
2455345.5,37.34111111,-120.8511111,2010
2455346.5,37.005,-120.085,2010
2455347.5,37.23305555,-120.2519444,2010
2455352.5,37.28694444,-120.2519444,2010
2455353.5,36.98388888,-120.0769444,2010
2455353.5,37.14611111,-120.825,2010
2455353.5,37.075,-120.8761111,2010
2455353.5,37.29305555,-120.325,2010
2455353.5,37.01111111,-120.1288889,2010
2455353.5,37.34611111,-120.5061111,2010
2455353.5,37.01805555,-120.1288889,2010
2455353.5,36.97388888,-120.06,2010
2455358.5,37.39694444,-120.4611111,2010
2455358.5,37.18805555,-121.0638889,2010
2455358.5,37.08305555,-120.4011111,2010
2455358.5,36.98805555,-120.6361111,2010
2455358.5,37.38611111,-120.7230556,2010
2455358.5,37.46611111,-120.4961111,2010
2455358.5,37.52694444,-120.4419444,2010
2455358.5,37.31,-120.5119444,2010
2455358.5,36.93111111,-119.8938889,2010
2455359.5,36.99611111,-119.8938889,2010
2455359.5,37.38194444,-120.6219444,2010
2455359.5,37.29111111,-120.4380556,2010
2455360.5,36.96305555,-120.65,2010
2455360.5,37.01805555,-120.1288889,2010
2455360.5,37.38805555,-120.72,2010
2455360.5,37.39694444,-120.6311111,2010
2455362.5,37.08305555,-120.3830556,2010
2455362.5,37.04,-120.1561111,2010
2455362.5,37.17111111,-120.3130556,2010
2455362.5,37.32,-120.5388889,2010
2455363.5,36.98,-120.07,2010
2455363.5,37.08388888,-120.4369444,2010
2455363.5,36.98305555,-120.06,2010
2455363.5,37.28388888,-120.47,2010
2455363.5,36.98694444,-120.0738889,2010
2455364.5,37.37388888,-120.6819444,2010
2455364.5,36.98888888,-120.0288889,2010
2455368.5,37.36305555,-120.5769444,2010
2455369.5,37.39111111,-120.4680556,2010
2455369.5,37.38305555,-120.6138889,2010
2455369.5,37.05388888,-120.9669444,2010
2455369.5,37.28111111,-120.3088889,2010
2455370.5,37.44805555,-120.7011111,2010
2455370.5,37.14388888,-120.9538889,2010
2455370.5,37.43388888,-120.675,2010
2455371.5,37.01111111,-119.7611111,2010
2455371.5,37.05388888,-120.5538889,2010
2455371.5,37.03388888,-119.99,2010
2455372.5,37.38888888,-120.595,2010
2455372.5,37.00694444,-120.1080556,2010
2455360.5,37.11305555,-120.4730556,2010
2455360.5,37.39,-120.7211111,2010
2455361.5,37.33388888,-120.575,2010
2455361.5,36.99611111,-120.645,2010
2455361.5,36.98694444,-120.0738889,2010
2455361.5,37.01805555,-120.1288889,2010
2455361.5,36.96305555,-120.65,2010
2455361.5,37.035,-119.9930556,2010
2455362.5,37.47694444,-120.585,2010
2455365.5,37.08694444,-120.4188889,2010
2455365.5,37.445,-120.5938889,2010
2455365.5,37.08305555,-120.2969444,2010
2455365.5,37.39694444,-120.4611111,2010
2455365.5,37.01805555,-120.3830556,2010
2455365.5,37.425,-120.7819444,2010
2455366.5,36.96,-120.035,2010
2455366.5,37.43,-120.7719444,2010
2455366.5,37.405,-120.7780556,2010
2455366.5,37.395,-120.7780556,2010
2455366.5,37.07611111,-120.3038889,2010
2455367.5,37.1,-121.0161111,2010
2455367.5,37.445,-120.5938889,2010
2455373.5,37.09888888,-121.0188889,2010
2455373.5,37.14388888,-120.9580556,2010
2455373.5,36.93805555,-120.0738889,2010
2455374.5,36.93805555,-120.0919444,2010
2455375.5,37.21388888,-120.2161111,2010
2455375.5,37.10111111,-121.0161111,2010
2455376.5,37.39,-120.7369444,2010
2455376.5,37.09694444,-121.0188889,2010
2455376.5,37.39111111,-120.6111111,2010
2455377.5,37.43694444,-120.7838889,2010
2455380.5,37.28805555,-120.4630556,2010
2455380.5,37.1,-121.0188889,2010
2455380.5,37.10111111,-121.0161111,2010
2455381.5,37.44888888,-120.7969444,2010
2455381.5,36.98611111,-120.02,2010
2455381.5,37.08388888,-120.275,2010
2455381.5,37.41194444,-120.8619444,2010
2455381.5,37.185,-120.4130556,2010
2455381.5,37.36805555,-120.7238889,2010
2455381.5,37.1,-121.0161111,2010
2455381.5,37.04888888,-119.9869444,2010
2455384.5,37.375,-120.4569444,2010
2455385.5,37.055,-120.4369444,2010
2455385.5,37.35,-120.4330556,2010
2455385.5,37.185,-120.3830556,2010
2455385.5,37.01805555,-120.2111111,2010
2455385.5,37.10111111,-121.0161111,2010
2455386.5,37.38694444,-120.6211111,2010
2455386.5,37.04694444,-120.8261111,2010
2455386.5,37.06694444,-119.9088889,2010
2455386.5,37.08305555,-120.3469444,2010
2455386.5,37.36111111,-120.4769444,2010
2455393.5,36.98888888,-120.635,2010
2455393.5,37.2,-120.3238889,2010
2455394.5,37.42,-120.7911111,2010
2455394.5,37.42611111,-120.7711111,2010
2455394.5,37.08388888,-120.2569444,2010
2455397.5,36.99805555,-120.7819444,2010
2455398.5,37.405,-120.7780556,2010
2455400.5,36.975,-119.885,2010
2455402.5,37.04305555,-120.1588889,2010
2455402.5,36.98694444,-120.0380556,2010
2455409.5,36.99305555,-120.0738889,2010
2455416.5,37.07611111,-120.51,2010
2455418.5,36.88111111,-119.7930556,2010
2455418.5,37.05388888,-120.5538889,2010
2455418.5,37.27388888,-120.3430556,2010
2455419.5,37.39,-120.6230556,2010
2455419.5,37.39194444,-120.6111111,2010
2455419.5,37.05,-120.8261111,2010
2455419.5,37.32805555,-120.5211111,2010
2455419.5,37.32805555,-120.8619444,2010
2455419.5,37.36888888,-120.5661111,2010
2455420.5,36.99305555,-120.7080556,2010
2455428.5,37.17888888,-120.7419444,2010
2455428.5,37.24305555,-120.4019444,2010
2455428.5,37.07805555,-120.1988889,2010
2455429.5,37.33888888,-120.5380556,2010
2455430.5,37.055,-120.2638889,2010
2455431.5,37.16888888,-120.31,2010
2455432.5,37.445,-120.5938889,2010
2455377.5,37.25111111,-120.3969444,2010
2455378.5,37.01111111,-120.6361111,2010
2455378.5,37.12694444,-120.1111111,2010
2455378.5,37.075,-120.8761111,2010
2455379.5,36.94305555,-120.0188889,2010
2455379.5,37.25111111,-120.3788889,2010
2455379.5,37.08388888,-120.4369444,2010
2455379.5,37.04305555,-120.1588889,2010
2455380.5,36.95305555,-120.0680556,2010
2455380.5,37.51611111,-120.4530556,2010
2455381.5,37.025,-120.0680556,2010
2455382.5,36.93805555,-120.0330556,2010
2455382.5,36.92805555,-119.8761111,2010
2455382.5,37.39694444,-120.8319444,2010
2455382.5,36.96805555,-120.0830556,2010
2455382.5,36.93805555,-120.0561111,2010
2455383.5,37.14194444,-120.2738889,2010
2455383.5,36.96694444,-119.8311111,2010
2455383.5,37.26611111,-120.9630556,2010
2455383.5,37.09388888,-121.02,2010
2455387.5,36.88,-119.9769444,2010
2455388.5,37.49305555,-120.5019444,2010
2455389.5,37.33194444,-120.5280556,2010
2455389.5,37.395,-120.7780556,2010
2455389.5,37.08388888,-120.21,2010
2455389.5,36.97805555,-120.6811111,2010
2455390.5,37.465,-120.8161111,2010
2455390.5,37.38611111,-120.6138889,2010
2455391.5,37.01805555,-120.3830556,2010
2455391.5,37.31194444,-120.5169444,2010
2455391.5,37.38888888,-120.6111111,2010
2455392.5,37.33888888,-120.5219444,2010
2455393.5,37.49194444,-120.5419444,2010
2455403.5,37.39694444,-120.4611111,2010
2455405.5,36.96694444,-119.8311111,2010
2455405.5,36.85111111,-119.9469444,2010
2455405.5,36.96694444,-119.7938889,2010
2455405.5,36.96694444,-119.8311111,2010
2455405.5,37.36888888,-120.5661111,2010
2455405.5,37.39694444,-120.4611111,2010
2455406.5,37.08388888,-121.1011111,2010
2455406.5,37.17888888,-120.4919444,2010
2455406.5,37.09305555,-121.0161111,2010
2455406.5,36.85805555,-120.4288889,2010
2455407.5,37.39694444,-120.6219444,2010
2455408.5,37.08388888,-120.2611111,2010
2455421.5,36.97694444,-120.0738889,2010
2455421.5,36.85111111,-119.9469444,2010
2455423.5,37.40194444,-120.745,2010
2455423.5,37.1,-120.2830556,2010
2455424.5,37.375,-120.54,2010
2455425.5,37.07611111,-120.2080556,2010
2455426.5,37.43694444,-120.7830556,2010
2455427.5,37.12694444,-120.1838889,2010
2455433.5,37.115,-121.0330556,2010
2455433.5,37.33388888,-120.5761111,2010
2455434.5,36.92305555,-119.7938889,2010
2455434.5,37.10388888,-121.0161111,2010
2455434.5,37.38888888,-120.6188889,2010
2455434.5,36.92305555,-119.8311111,2010
2455435.5,37.08305555,-120.3469444,2010
2455435.5,37.21805555,-121.0811111,2010
2455435.5,37.10611111,-120.225,2010
2455435.5,37.23194444,-120.3069444,2010
2455437.5,36.96611111,-120.8830556,2010
2455438.5,37.09111111,-120.2388889,2010
2455443.5,37.015,-120.645,2010
2455443.5,37.28111111,-120.2980556,2010
2455444.5,37.24,-120.3980556,2010
2455444.5,37.31305555,-120.8788889,2010
2455444.5,37.03305555,-120.6361111,2010
2455445.5,37.05694444,-120.8180556,2010
2455446.5,37.12694444,-120.3111111,2010
2455447.5,37.04305555,-120.1588889,2010
2455448.5,37.42611111,-120.5880556,2010
2455456.5,36.92305555,-119.8511111,2010
2455456.5,37.01388888,-120.9288889,2010
2455457.5,37.31805555,-120.4230556,2010
2455457.5,37.335,-120.6511111,2010
2455459.5,37.08611111,-120.2088889,2010
2455459.5,37.51888888,-120.44,2010
2455462.5,37.11305555,-120.3111111,2010
2455466.5,36.945,-120.035,2010
2455438.5,36.92305555,-119.8580556,2010
2455438.5,37.49305555,-120.5030556,2010
2455439.5,36.99,-120.0980556,2010
2455439.5,37.1,-120.925,2010
2455440.5,37.38888888,-120.6319444,2010
2455441.5,36.97805555,-120.0261111,2010
2455441.5,37.01805555,-120.1288889,2010
2455442.5,37.17111111,-120.3130556,2010
2455450.5,37.32194444,-120.5261111,2010
2455451.5,36.895,-120.1288889,2010
2455451.5,37.39694444,-120.4611111,2010
2455454.5,37.36388888,-120.86,2010
2455454.5,36.99694444,-120.1019444,2010
2455454.5,37.11305555,-120.3111111,2010
2455454.5,37.08305555,-120.3830556,2010
2455455.5,37.34611111,-120.7969444,2010
2455455.5,37.08388888,-120.2288889,2010
2455455.5,37.08694444,-120.2130556,2010
2455456.5,37.38888888,-120.6188889,2010
2455466.5,37.28111111,-120.5780556,2010
2455466.5,37.18611111,-120.4880556,2010
2455467.5,37.36805555,-120.6819444,2010
2455468.5,37.345,-120.6130556,2010
2455469.5,37.09388888,-121.0188889,2010
2455469.5,37.345,-120.2519444,2010
2455481.5,37.18611111,-120.6711111,2010
2455484.5,36.92388888,-120.255,2010
2455485.5,37.22694444,-120.3819444,2010
2455485.5,37.31,-120.4430556,2010
2455485.5,37.025,-120.1438889,2010
2455486.5,37.07611111,-120.2569444,2010
2455489.5,37.00805555,-119.8938889,2010
2455512.5,36.88,-119.9769444,2010
2455516.5,37.38888888,-120.5869444,2010
2455518.5,36.96694444,-120.0119444,2010
2455541.5,37.33111111,-120.74,2010
2455471.5,36.99305555,-120.9080556,2010
2455471.5,37.41888888,-120.6680556,2010
2455471.5,37.42888888,-120.6388889,2010
2455471.5,37.18611111,-120.58,2010
2455473.5,37.215,-120.4880556,2010
2455475.5,37.27694444,-120.325,2010
2455475.5,36.87805555,-119.7919444,2010
2455476.5,37.04305555,-120.1588889,2010
2455478.5,36.92305555,-119.9119444,2010
2455490.5,37.09611111,-121.0169444,2010
2455495.5,37.07888888,-120.6538889,2010
2455497.5,37.08305555,-120.4011111,2010
2455498.5,37.04,-120.1661111,2010
2455498.5,37.08305555,-120.2969444,2010
2455500.5,37.01111111,-120.6269444,2010
2455504.5,36.96694444,-119.8938889,2010
2455507.5,37.09111111,-120.275,2010
2455508.5,37.05611111,-120.7619444,2010
2455374.5,37.93694444,-120.7511111,2010
2455385.5,37.945,-120.9261111,2010
2455386.5,38.21194444,-120.6861111,2010
2455401.5,37.87888888,-120.88,2010
2455451.5,37.81805555,-120.7130556,2010
2455444.5,36.53111111,-119.2169444,2010
2455398.5,36.03194444,-118.8580556,2010
2455425.5,36.57805555,-119.1711111,2010
2455394.5,36.97305555,-122.1269444,2010
2455425.5,37.16694444,-122.3611111,2010
2455433.5,36.96305555,-121.765,2010
2455439.5,36.92805555,-121.7980556,2010
2455440.5,36.97194444,-121.7630556,2010
2455452.5,37.14888888,-122.3461111,2010
2455402.5,36.92805555,-121.7980556,2010
2455403.5,36.92111111,-121.81,2010
2455405.5,36.99111111,-121.965,2010
2455463.5,36.915,-121.8280556,2010
2455464.5,37.52,-122.51,2010
2455468.5,36.97111111,-121.7819444,2010
2455472.5,36.96694444,-121.765,2010
2455481.5,37.51,-122.5011111,2010
2455376.5,40.95194444,-124.1230556,2010
2455387.5,40.64194444,-124.3038889,2010
2455445.5,40.32111111,-124.2288889,2010
2455364.5,37.78888888,-121.7488889,2010
2455364.5,37.82111111,-121.6561111,2010
2455364.5,37.74111111,-121.5861111,2010
2455370.5,37.06888888,-121.5619444,2010
2455373.5,36.96111111,-121.5511111,2010
2455387.5,37.63194444,-121.5388889,2010
2455387.5,37.63305555,-121.5030556,2010
2455404.5,37.00611111,-121.5111111,2010
2455432.5,37.88,-121.8680556,2010
2455433.5,38.05111111,-122.2430556,2010
2455434.5,37.01305555,-121.5069444,2010
2455436.5,37.16194444,-121.6630556,2010
2455473.5,37.08888888,-121.6,2010
2455482.5,36.96111111,-121.5511111,2010
2455413.5,38.11388888,-122.5119444,2010
2455380.5,38.12111111,-122.6361111,2010
2455256.5,37.76111111,-122.0269444,2010
2455355.5,37.32805555,-121.1711111,2010
2455356.5,37.66611111,-121.6780556,2010
2455357.5,37.03305555,-121.5919444,2010
2455365.5,37.79,-121.605,2010
2455365.5,38.01694444,-121.9911111,2010
2455368.5,37.78888888,-121.7488889,2010
2455380.5,37.08888888,-121.5788889,2010
2455381.5,37.08111111,-121.6038889,2010
2455381.5,36.98111111,-121.4388889,2010
2455383.5,37.08888888,-121.6,2010
2455384.5,37.74111111,-121.5861111,2010
2455385.5,36.96111111,-121.5511111,2010
2455423.5,37.00611111,-121.5111111,2010
2455431.5,37.72,-121.5361111,2010
2455318.5,37.13888888,-121.6338889,2010
2455319.5,37.2,-121.7219444,2010
2455329.5,37.63611111,-121.43,2010
2455331.5,36.96111111,-121.5511111,2010
2455339.5,37.09694444,-121.595,2010
2455358.5,37.75388888,-121.575,2010
